Part Number,Category,Description,Supplier Name,Margin %,Margin,Active Price,On Hand ,Qty Sold Last ,Qty Sold Last ,Qty Sold Last ,Qty Sold Last ,Qty Sold Last ,Qty Sold Last ,Qty Sold Last ,Qty Sold Last ,Qty Sold Last ,Qty Sold Last ,Months No ,Reorder Point
75010451A,ACC,NUT,DUCATI CANADA,45.41%,25.88,56.99,0,0,0,0,0,0,0,0,1,1,1,37,0
63217679945,PGC,LICENCE PLATE HOLDER WITH TH,BMW Group Canada,28%,9.94,35.5,0,0,0,0,0,0,0,0,0,0,0,107,0
63217680666,PGO,LAMP SOCKET,BMW Group Canada,29.76%,5.95,19.99,0,0,0,0,0,0,0,0,0,2,2,54,0
63217709275,PGC,REAR LIGHT,BMW Group Canada,28%,110.6,395,0,0,0,0,0,0,0,0,0,0,0,94,0
63231243443,PGC,REFLECTOR,BMW Group Canada,43.63%,11.88,27.23,0,0,0,0,0,0,0,0,0,0,0,68,0
63231243446,PGC,SEAL RING,BMW Group Canada,60.04%,2.9,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0
63231459107,PGC,BULB SOCKET,BMW Group Canada,34.56%,9.79,28.33,0,0,0,0,0,0,0,0,0,1,1,50,0
63231459108,PGC,BOLT  K100,BMW Group Canada,60%,0.78,1.3,0,0,0,0,0,0,0,0,0,0,0,97,0
63231459149,PGC,GASKET,BMW Group Canada,41.82%,4.6,11,0,0,0,0,0,0,0,0,0,0,0,130,0
63231459720,PGC,GASKET,BMW Group Canada,70.94%,14.84,20.92,0,0,0,0,0,0,0,0,0,0,0,98,0
77150708B,ACC,SCREW,DUCATI CANADA,58.59%,0.58,0.99,0,0,0,0,0,0,0,0,0,0,0,24,0
63237650017,PGC,63237650017,BMW Group Canada,100%,0.99,0.99,0,0,0,0,0,0,0,0,0,0,0,193,0
63237707954,PGC,TURN SIGNAL,BMW Group Canada,42%,31.5,75,0,0,0,0,0,0,0,0,0,0,0,80,0
63237710574,AL1,LED DIRECTION INDICATOR,BMW Group Canada,49.78%,41.56,83.49,0,0,0,0,0,0,0,0,0,0,0,75,0
63238522501,AEL,BMW LED signal,BMW Group Canada,40.28%,42.49,105.49,0,0,0,0,0,0,0,0,0,0,0,130,0
63257164978,PGC,STOPLAMP,BMW Group Canada,37.42%,67.35,180,0,0,0,0,0,0,0,0,0,0,0,162,0
77950091A,ACC,SCREW,DUCATI CANADA,51.68%,0.77,1.49,0,0,0,0,0,0,0,0,0,0,0,19,0
6.4337E+11,PGC,Ratio Rite mixing cup,BUTLER MAPS INC,100%,0.99,0.99,0,0,0,0,0,0,0,0,0,0,0,199,0
644-2033,ALO,BOXER DISC LOCK REMINDER,Motovan Corporation,41.57%,2.49,5.99,0,0,0,0,0,0,0,0,0,0,0,121,0
644-21027,ACC,BOXER DISC LOCK BLACK  5.5MM P,Motovan Corporation,41.51%,19.92,47.99,0,0,0,0,0,0,0,0,0,0,0,116,0
644-21034,ACC,BOXER DISC LOCK  5.5MM PIN,Motovan Corporation,41.50%,13.69,32.99,0,0,0,0,0,0,0,0,0,0,0,111,0
648502,PGC,ROLLASTAND-SPORTBIKE CLEANING,Parts Canada    Power Twins (Price ,27.03%,13.23,48.95,0,0,0,0,0,0,0,0,0,0,0,178,0
648512,PGC,STEERING STEM MOUNT FOR HOUR ,Parts Canada    Power Twins (Price ,47.04%,5.17,10.99,0,0,0,0,0,0,0,0,0,0,0,150,0
648515,PGC,SCRAPERITE PLASTIC ,Parts Canada    Power Twins (Price ,40.91%,4.48,10.95,0,0,0,0,0,0,0,0,0,0,3,64,0
648801,PGC,MOOSE HOUR/TACH METER,Parts Canada    Power Twins (Price ,35.00%,18.53,52.95,0,0,0,0,0,0,0,0,0,0,0,114,0
648803,PGC,MOOSE HOUR METER STEM MOUNT,Parts Canada    Power Twins (Price ,40.91%,5.38,13.15,0,0,0,0,0,0,0,0,0,0,0,114,0
650.626.00.01,ALG,Case mount-HB R1150GS,Eurotech Motorsports,28.46%,110.99,389.99,0,0,0,0,0,0,0,0,0,0,0,201,0
650.628.01.09,ALG,H.B.TopCaseMount 650gsBefore04,Eurotech Motorsports,33.53%,55.99,166.99,0,0,0,0,0,0,0,0,0,0,0,135,0
650.637 00 09,ALG,Case mount-HB R1200GS '05-'07,Eurotech Motorsports,25.65%,100.04,389.99,0,0,0,0,0,0,0,0,0,0,0,188,0
650.637 01 09,ALG,TOP CASE MOUNT R12GS HB,Eurotech Motorsports,4.32%,10.79,249.99,0,0,0,0,0,0,0,0,0,0,0,179,0
650.638.00.09,ALG,H&B '04-'07 F650GS Pannier Mou,Eurotech Motorsports,37.63%,112.89,299.99,0,0,0,0,0,0,0,0,0,0,0,159,0
650.6530001,ALG,Hepco&Becker F800GS SideMount,Eurotech Motorsports,35.50%,111.99,315.49,0,0,0,0,0,0,0,0,0,0,0,142,0
650.6530101,ALG,Hepco & Becker F800GS Top moun,Eurotech Motorsports,30.77%,46.31,150.49,0,0,0,0,0,0,0,0,0,0,0,176,0
650GSPIAALIGHTBAR,AL1,PIAA light bar - F650GS,Motovan Corporation,32.01%,67.22,209.99,0,0,0,0,0,0,0,0,0,0,0,194,0
65107681942,AEL,RADIO CD,BMW Group Canada,28.11%,337.51,"1,200.49",0,0,0,0,0,0,0,0,0,0,0,200,0
65127707658,AEL,RADIO CD,BMW Group Canada,30.54%,318.02,"1,041.49",0,0,0,0,0,0,0,0,0,0,0,180,0
65127708051,PGC,CD-RADIO,BMW Group Canada,24.00%,249.91,"1,041.28",0,0,0,0,0,0,0,0,0,0,0,100,0
65127728253,PGC,Right bracket,BMW Group Canada,42.96%,10.16,23.65,0,0,0,0,0,0,0,0,0,0,0,96,0
65128527618,PGC,"FSC RETROFIT, BLUETOOTH",BMW Group Canada,38.00%,36.06,94.9,0,0,0,0,0,0,0,0,0,0,0,87,0
65128530132,AEL,Audio Control Unit,BMW Group Canada,51.77%,"1,237.51","2,390.49",0,0,0,0,0,0,0,0,0,0,0,129,0
65147671602,PGC,REMOTE CONTROL RADIO,BMW Group Canada,73.92%,679.73,919.49,0,0,0,0,0,0,0,0,0,0,0,176,0
65147692826,PGC,HANDLING SET,BMW Group Canada,48.07%,557.58,"1,160.00",0,0,0,0,0,0,0,0,0,0,0,201,0
65212303550,AEL,ANTENNA,BMW Group Canada,45.53%,75.35,165.49,0,0,0,0,0,0,0,0,0,0,0,183,0
65212305986,AEL,ANTENNA ROD,BMW Group Canada,53.46%,64.41,120.49,0,0,0,0,0,0,0,0,0,0,0,185,0
65212305989,PGC,CLAMP PIECE,BMW Group Canada,60%,3.96,6.6,0,0,0,0,0,0,0,0,0,0,0,181,0
65212305991,PGC,INSULATION,BMW Group Canada,60%,2.37,3.95,0,0,0,0,0,0,0,0,0,0,0,181,0
65212325382,AEL,ANTENNA BASE,BMW Group Canada,63.75%,11.15,17.49,0,0,0,0,0,0,0,0,0,0,0,106,0
65212337379,AEL,Antenna Rod,BMW Group Canada,65.05%,64.39,98.99,0,0,0,0,0,0,0,0,0,0,0,0,0
65217671272,AEL,Ring Antenna,BMW Group Canada,45.52%,116.31,255.49,0,0,0,0,0,0,0,0,0,0,0,0,0
65217686572,PGC,ANTENNA SUPPORT,BMW Group Canada,56.31%,326.59,580,0,0,0,0,0,0,0,0,0,0,0,176,0
65218520498,PGC,Protective Foil,BMW Group Canada,57.41%,28.99,50.5,0,0,0,0,0,0,0,0,0,0,0,145,0
652601,PGC,FOOTPEGS SS CR80/85R/XR250/400,Parts Canada    Power Twins (Price ,60.01%,105.58,175.95,0,0,0,0,0,0,0,0,0,0,0,0,0
652707,PGC,ONIX FOOTPEG HONDA,Parts Canada    Power Twins (Price ,59.92%,100.03,166.95,0,0,0,0,0,0,0,0,0,0,0,0,0
65412166411,AEL,BMW USB Socket Adaptor,BMW Group Canada,35.61%,9.61,26.99,0,0,0,0,0,0,0,0,0,0,0,77,0
65412411420,PGC,BMW DUAL USB CHARGER,BMW Group Canada,29.99%,13.42,44.75,0,0,0,0,0,0,0,0,0,0,0,82,0
65752316494,PGC,CATCH,BMW Group Canada,62.46%,78.08,125,0,0,0,0,0,0,0,0,0,0,0,187,0
65752337504,PGC,BATTERY,BMW Group Canada,60.03%,4.7,7.83,0,0,0,0,0,0,0,0,0,0,0,82,0
65757688727,AEL,Alarm system basic unit,BMW Group Canada,33.42%,167.28,500.49,0,0,0,0,0,0,0,0,0,0,0,0,0
65757704420,PGC,REPAIR RDC ASAP,BMW Group Canada,60.05%,2.48,4.13,0,0,0,0,0,0,0,0,0,0,0,178,0
65757705863,AEL,Alarm with RDC,BMW Group Canada,60.41%,314.42,520.49,0,0,0,0,0,0,0,0,0,0,0,192,0
65757707271,PGC,BRACKET,BMW Group Canada,22.96%,3.41,14.85,0,0,0,0,0,0,0,0,0,0,0,137,0
65757713340,PGC,CONTROL UNIT,BMW Group Canada,60.77%,315.99,520,0,0,0,0,0,0,0,0,0,0,0,0,0
65757718057,AEL,Alarm/RDC controller,BMW Group Canada,59.92%,326.85,545.49,0,0,0,0,0,0,0,0,0,0,0,169,0
65757720236,AEL,RDC CONTROL UNIT,BMW Group Canada,59.53%,283.08,475.49,0,0,0,0,0,0,0,0,0,0,0,164,0
65758235255,PGC,BOLT,BMW Group Canada,65.66%,0.65,0.99,0,0,0,0,0,0,0,0,0,0,0,91,0
65758535346,AEL,Control unit for alarm/RDC,BMW Group Canada,34.06%,175.59,515.49,0,0,0,0,0,0,0,0,0,0,0,129,0
79910891C,ACC,INNER SPRING,DUCATI CANADA,45.56%,3.64,7.99,0,0,0,0,0,0,0,0,0,0,0,25,0
65908524473,PGC,CLAMP FOR GPS PREPARATIONS,BMW Group Canada,32.00%,25.94,81.06,0,0,0,0,0,0,0,0,0,0,0,71,0
66-11009,ALG,SW-M TraxEVO Top Box Black,FullBore Marketing Ltd.,38.40%,184.32,480,0,0,0,0,0,0,0,0,0,0,0,77,0
79120201A,ACC,HEAD-CYLINDER GASKETS SET,DUCATI CANADA,45.07%,142.2,315.49,0,0,0,0,0,0,0,0,0,0,0,22,0
66-11034,ALG,37L Trax adventure LH sidecase-silver,FullBore Marketing Ltd.,39.65%,222.03,560,0,0,0,0,0,0,0,0,0,0,0,76,0
66-11045,ALG,"Navi case Pro, Sml",FullBore Marketing Ltd.,38.41%,12.29,32,0,0,0,0,0,0,0,0,0,0,0,78,0
66-11055FUL,ALG,SWM Cargobag soft tailbag 50L,FullBore Marketing Ltd.,38.40%,104.45,272,0,0,0,0,0,0,0,0,0,0,0,81,0
82119311AC,ACC,"AXLE, SIDE STAND",DUCATI CANADA,21.46%,3.11,14.49,0,0,0,0,0,0,0,0,0,0,0,20,0
82711571A,ACC,PLATE,DUCATI CANADA,30.09%,7.52,24.99,0,0,0,0,0,0,0,0,0,0,0,20,0
66-11199,ALG,SW Motech dry bag liner Lg,FullBore Marketing Ltd.,33.51%,10.92,32.59,0,0,0,0,0,0,0,0,0,0,0,103,0
66-11301,AOA,RAM mirror thread ball M10,FullBore Marketing Ltd.,38.41%,12.29,32,0,0,0,0,0,0,0,0,0,0,0,78,0
66-11447,AOA,Gear lever extension,FullBore Marketing Ltd.,41.50%,6.64,16,0,0,0,0,0,0,0,0,0,0,0,92,0
66-11487,AEL,Gps clip adapter,FullBore Marketing Ltd.,38.39%,9.65,25.14,0,0,0,0,0,0,0,0,0,0,0,78,0
66-11645,PGC,"SW-M Universal GPS Kit 7/8""-1""",FullBore Marketing Ltd.,39.93%,31.94,79.99,0,0,0,0,0,0,0,0,0,0,0,89,0
84010551B,ACC,"ADJUSTER, CLOSING ROCKER ARM ",DUCATI CANADA,20.36%,6.41,31.49,0,0,0,0,0,0,0,0,1,1,1,39,0
66-11765,ALG,SW Motech Alu-rack,FullBore Marketing Ltd.,38.40%,86.02,224,0,0,0,0,0,0,0,0,0,0,0,75,0
66-11771,AOA,Aluminum rack f800/650,FullBore Marketing Ltd.,42.21%,65.41,154.95,0,0,0,0,0,0,0,0,0,0,0,76,0
66-11772,PGC,F800/700 Steel rack,FullBore Marketing Ltd.,40.96%,58.12,141.9,0,0,0,0,0,0,0,0,0,0,0,79,0
82914682A,ACC,"BRACKET, MOVABLE HEALDIGHT FAI",DUCATI CANADA,20.08%,56.23,279.99,0,0,0,0,0,0,0,1,1,1,1,33,0
66-11785,PGC,Steel rack SW motech,FullBore Marketing Ltd.,38.40%,70.27,183,0,0,0,0,0,0,0,0,0,0,0,91,0
66-11856,AOA,Kobra handguards,FullBore Marketing Ltd.,38.69%,80.86,208.99,0,0,0,0,0,0,0,0,0,0,1,63,0
66-11860,AOA,Kobra handguard kit,FullBore Marketing Ltd.,33.50%,69.68,208,0,0,0,0,0,0,0,0,0,0,0,90,0
82422901AA,ACC,FRONT L.H. PLATE,DUCATI CANADA,30.08%,76.7,254.99,0,0,0,0,0,0,0,0,0,0,0,20,0
82114923AA,ACC,"AXLE, SIDE STAND",DUCATI CANADA,23.20%,1.97,8.49,0,0,0,0,0,0,0,0,0,0,0,20,0
800074505,ACC,FLASHER LIGHT FRONT LH - REAR,DUCATI CANADA,30.91%,8.96,28.99,0,0,0,0,0,0,0,0,1,1,1,40,0
66-12200,ALG,"TraX Evo pannier F800,700,650",FullBore Marketing Ltd.,41.48%,540.9,"1,304.00",0,0,0,0,0,0,0,0,0,0,0,106,0
66-12210,ALG,SW-M TraxEVO Pannier Kit Black,FullBore Marketing Ltd.,33.46%,445.07,"1,329.99",0,0,0,0,0,0,0,0,0,0,0,93,0
66-12211,ALG,TraX Evo Pannier system,FullBore Marketing Ltd.,38.40%,489.22,"1,274.00",0,0,0,0,0,0,0,0,0,0,0,75,0
66-12358,PGC,Bar risers,FullBore Marketing Ltd.,38.40%,55.3,144,0,0,0,0,0,0,0,0,0,0,0,89,0
66-12359,PGC,Bar risers R1200GSA,FullBore Marketing Ltd.,38.64%,42.5,109.99,0,0,0,0,0,0,0,0,0,0,0,72,0
83013941A,ACC,"BRACKET,HEAD LAMP,UPP",DUCATI CANADA,30.50%,10.52,34.49,0,0,0,0,0,0,0,0,1,1,1,36,0
66-12414,AL1,Headlight protection F800GS Adventure,FullBore Marketing Ltd.,34.61%,44.64,128.99,0,0,0,0,0,0,0,0,0,0,0,76,0
82422902AA,ACC,FRONT L.H. PLATE,DUCATI CANADA,30.08%,76.7,254.99,0,0,0,0,0,0,0,0,0,0,0,20,0
82413711AA,ACC,FRONT L.H. PLATE,DUCATI CANADA,30.09%,74.61,247.99,0,0,0,0,0,0,0,0,0,0,0,24,0
66-12465,PGC,G650 Skid plate,FullBore Marketing Ltd.,30.38%,102.19,336.4,0,0,0,0,0,0,0,0,0,0,0,69,0
66-12665,AOA,SW Motech lower bar silver R1200GS,FullBore Marketing Ltd.,38.40%,135.17,352,0,0,0,0,0,0,0,0,0,0,0,84,0
66-12667,AOA,SW Motech Upper bar silver R1200GS,FullBore Marketing Ltd.,38.40%,116.74,304,0,0,0,0,0,0,0,0,0,0,0,87,0
66-12670,AOA,SW MOTECH CRASH BAR,FullBore Marketing Ltd.,38.40%,110.59,288,0,0,0,0,0,0,0,0,0,0,0,67,0
66-12672,AOA,Crashbar,FullBore Marketing Ltd.,40.38%,100.11,247.95,0,0,0,0,0,0,0,0,0,0,1,64,0
66-12791,AOA,SW F800 Axel Slider,FullBore Marketing Ltd.,30%,36.6,122,0,0,0,0,0,0,0,0,0,0,0,110,0
66-12796,PGC,S1000 frame slider,FullBore Marketing Ltd.,34.31%,78.9,229.99,0,0,0,0,0,0,0,0,0,0,0,88,0
66-13052,ALG,SWM Quick-lock EVO tank ring,FullBore Marketing Ltd.,38.40%,18.43,48,0,0,0,0,0,0,0,0,0,0,0,76,0
66-14000,ALG,Legend SLS Strap,FullBore Marketing Ltd.,38.40%,30.72,80,0,0,0,0,0,0,0,0,0,0,0,78,0
66-14005,ALG,Legend Tail bag,FullBore Marketing Ltd.,38.40%,104.45,272,0,0,0,0,0,0,0,0,0,0,0,78,0
66-14015,ALG,Legend accessory bag,FullBore Marketing Ltd.,38.40%,18.43,48,0,0,0,0,0,0,0,0,0,0,0,86,0
66-14017,ALG,Legend smartphone bag,FullBore Marketing Ltd.,38.40%,18.43,48,0,0,0,0,0,0,0,0,0,0,0,86,0
66-14018,ALG,Legend shoulder strap,FullBore Marketing Ltd.,38.40%,15.36,40,0,0,0,0,0,0,0,0,0,0,0,70,0
66-14019,ALG,Legend tank strap SLA,FullBore Marketing Ltd.,38.40%,49.15,128,0,0,0,0,0,0,0,0,0,0,0,86,0
66-14043,AOA,Rear axle slider,FullBore Marketing Ltd.,38.40%,24.54,63.9,0,0,0,0,0,0,0,0,0,0,0,72,0
66-14091,ALG,Black aluminum rack,FullBore Marketing Ltd.,38.40%,98.3,256,0,0,0,0,0,0,0,0,0,0,0,77,0
660-40,AOA,Tie Down Assist/Pair,BUTLER MAPS INC,39.60%,1.96,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0
660-54-99,AOA,Tie Down-TCI Black 4000LB,BUTLER MAPS INC,39.55%,7.89,19.95,0,0,0,0,0,0,0,0,0,0,0,0,0
6603 088004,AOA,"Embles-Titanium ""Adventure""",BUTLER MAPS INC,23.15%,153.01,660.95,0,0,0,0,0,0,0,0,0,0,0,0,0
84010221A,ACC,"ADJUSTER, OPENING ROCKER ARM ",DUCATI CANADA,21.20%,2.33,10.99,0,0,0,0,0,0,0,0,1,1,1,38,0
8291E231A,ACC,CLAMP PLATE TOP CASE,DUCATI CANADA,20.43%,9.7,47.49,0,0,0,0,0,0,0,1,1,1,1,33,0
85610252A,ACC,"WASHER, SPECIAL",DUCATI CANADA,54.77%,1.09,1.99,0,0,0,0,0,0,0,0,0,0,0,19,0
86611001B,ACC,PAD,DUCATI CANADA,48.07%,3.12,6.49,0,0,0,0,0,0,0,0,0,0,0,45,0
88450161A,ACC,CIRCLIP,DUCATI CANADA,46.25%,6.47,13.99,0,0,0,0,0,0,0,0,1,1,1,43,0
663,PGC,G650-Galpher Wave Rotor G650X,Parts Canada    Power Twins (Price ,35.01%,129.52,369.99,0,0,0,0,0,0,0,0,0,0,0,169,0
66N021211,PGC,Sprocket Circlip,Barrett Marketing Group Corp.(HUSKY),74.75%,0.74,0.99,0,0,0,0,0,0,0,0,0,0,0,120,0
67-11276,ACC,FENDER ELIM S1000RR 10-14/R 15,Motovan Corporation,52.11%,115.93,222.49,0,0,0,0,0,0,0,0,0,0,0,79,0
67-11302,AOA,RACE STAND STOPPER KIT BLK 8MM,Motovan Corporation,37.50%,13.12,34.99,0,0,0,0,0,0,0,0,0,0,0,0,0
67-12907,ACC,FENDER ELIMINATOR LIGHT KIT,Motovan Corporation,52.20%,55.85,106.99,0,0,0,0,0,0,0,0,0,0,0,72,0
6702084500,AEX,Exhust-Remus Twin SilencerF650,Remus USA (Max Moto),36.53%,279.8,765.95,0,0,0,0,0,0,0,0,0,0,0,158,0
674500,PGC,COMPACT READYRAMP- 600LBS,Parts Canada    Power Twins (Price ,30.01%,90.02,299.99,0,0,0,0,0,0,0,0,0,0,0,176,0
674502,PGC,COMPACT READYRAMP- 1000LBS,Parts Canada    Power Twins (Price ,30.01%,102.02,339.99,0,0,0,0,0,0,0,0,0,0,0,166,0
675026,ATR,120/100-18 K775 REAR WASHOUGAL,Parts Canada    Power Twins (Price ,46.97%,50.72,107.99,0,0,0,0,0,0,0,0,0,0,0,108,0
675079,ATR,120/100-18 K781 H/T TRIPLE STI,Parts Canada    Power Twins (Price ,49.30%,62.09,125.95,0,0,0,0,0,0,0,0,0,0,0,100,0
676676,PGC,EXCEL SPOKE TORQUE WRENCH ,Parts Canada    Power Twins (Price ,30.01%,50.42,167.99,0,0,0,0,0,0,0,0,0,0,0,155,0
677106,ATR,190/55ZR17 (75W) SPORTMAX Q2 R,Parts Canada    Power Twins (Price ,49.30%,147.38,298.95,0,0,0,0,0,0,0,0,0,0,0,119,0
699.1008,PGC,Time Sert Kit M8 x 1.25,BUTLER MAPS INC,17.43%,2.1,12.05,0,0,0,0,0,0,0,0,0,4,4,0,0
699602,PGC,HUSABERG/KTM REAR WHEEL ,Parts Canada    Power Twins (Price ,31.63%,14.14,44.71,0,0,0,0,0,0,0,0,0,0,0,110,0
69N429005,PGC,nipple spoke,Barrett Marketing Group Corp.(HUSKY),60.06%,2.18,3.63,0,0,0,0,0,0,0,0,0,0,0,120,0
70-4531,AOA,Neoprene Helmet Sock,FullBore Marketing Ltd.,70.78%,10.61,14.99,0,0,0,0,0,0,0,0,0,0,0,112,0
70-6845,CHM,XD AL SILVER XL,Steen Hansen (Price Book),37.00%,277.52,749.99,0,0,0,0,0,0,0,0,0,0,0,203,0
70-8030,PGC,Brake bleeding kit,FullBore Marketing Ltd.,47.50%,6.17,12.99,0,0,0,0,0,0,0,0,0,0,0,156,0
70-N2595,ACC,DEFLECTOR SCREEN DX 22MM,Motovan Corporation,37.00%,62.9,169.99,0,0,0,0,0,0,0,0,0,0,0,125,0
70-Z2212,ACC,"WINDSHIELD,SPORT, DARK TINT,K1",Motovan Corporation,28.47%,64.33,225.99,0,0,0,0,0,0,0,0,0,0,0,107,0
70-Z2213,AWI,"WINDSHIELD,TALL, LIGHT TINT,K1",Motovan Corporation,69.22%,275.5,397.99,0,0,0,0,0,0,0,0,0,0,0,178,0
70-Z2261,ACC,"WINDSHIELD, TALL, LIGHT TINT,F",Motovan Corporation,34.20%,67.72,197.99,0,0,0,0,0,0,0,0,0,0,0,84,0
70-Z2402,AWI,"WINDSHIELD,VSTREAM,CLEAR,",Motovan Corporation,49.69%,146.58,294.99,0,0,0,0,0,0,0,0,0,0,0,161,0
70-Z2415,ACC,"W/S V-STREAM, ACC SHELF,CLEAR,",Motovan Corporation,52.02%,153.44,294.99,0,0,0,0,0,0,0,0,0,1,1,59,0
70-Z2418,ACC,"ZT VS Wshld,+2"".R12GSA.08+",Motovan Corporation,52.04%,249.28,478.99,0,0,0,0,0,0,0,0,0,0,0,137,0
70-Z2431,ACC,"WINDSHIELD,VSTREAM,TALL, CLEAR",Motovan Corporation,52.05%,136.11,261.49,0,0,0,0,0,0,0,0,0,0,0,132,0
70-Z2437,ACC,"ZT WSHIELD, VSTREAM,TALL,CLEAR",Motovan Corporation,52.01%,283.44,544.99,0,0,0,0,0,0,0,0,0,0,0,134,0
70-Z2444,ACC,"ZT VSTREAM WSHIELD, FMR CL, TA",Motovan Corporation,35.66%,149.78,419.99,0,0,0,0,0,0,0,0,0,0,0,133,0
70-Z2453,AWI,"WINDSHIELD,VENT,VSTREAM,XTALL,",Motovan Corporation,52.87%,205.12,387.99,0,0,0,0,0,0,0,0,0,0,0,166,0
70-Z2461,AWI,"ZT VSTREAM WSHIELD, CLEAR, +2,",Motovan Corporation,52.04%,199.32,382.99,0,0,0,0,0,0,0,0,0,0,0,130,0
85040491AB,ACC,QUICK FASTENING,DUCATI CANADA,48.75%,2.92,5.99,0,0,0,0,0,0,0,0,0,0,0,45,0
70-Z2464,ACC,"ZT VSTREAM WSHIELD, CLEAR, TAL",Motovan Corporation,52.03%,214.62,412.49,0,0,0,0,0,0,0,0,0,1,1,49,0
70-Z2474,PGC,"Vstream L-tint 700GS 16.75""",Motovan Corporation,52.00%,252.56,485.7,0,0,0,0,0,0,0,0,0,0,0,76,0
70-Z2486,ACC,"VSTREAM,DK TINT,R12GS,2013",Motovan Corporation,52.13%,92.26,176.99,0,0,0,0,0,0,0,0,0,0,0,102,0
70-Z2491,ACC,"VSTREAM,SHORT,CLEAR,",Motovan Corporation,52.06%,135.09,259.49,0,0,0,0,0,0,0,0,0,0,0,80,0
70-Z5202,ACC,ZT LEVER ACTION KIT FOR ADVENT,Motovan Corporation,26.55%,19.91,74.99,0,0,0,0,0,0,0,0,0,0,0,0,0
70-Z5300,AOA,"MIRROR EXTENDERS,R1200GS,",Motovan Corporation,34.11%,13.64,39.99,0,0,0,0,0,0,0,0,0,0,0,75,0
70-Z5401,ACC,GUARD HEADLIGHT CLEAR R1200GS,Motovan Corporation,52.06%,61.68,118.49,0,0,0,0,0,0,0,0,0,0,0,70,0
70-Z6120,AOA,"TECHMOUNT, K MOUNT ANODIZED ",Motovan Corporation,30.00%,26.7,88.99,0,0,0,0,0,0,0,0,0,0,0,181,0
70-Z7101,ACC,"ZT ENGINE GUARDS,R12GS/RT/R",Motovan Corporation,27.30%,100.46,367.99,0,0,0,0,0,0,0,0,0,0,0,148,0
70-Z8505,AOA,CARBON FIBER TANK PROTECTOR,Motovan Corporation,53.15%,54.74,102.99,0,0,0,0,0,0,0,0,0,0,0,132,0
70-Z9401A,ACC,"ARM REST, K1200LT, CHROME WITH",Motovan Corporation,36.30%,206.18,567.99,0,0,0,0,0,0,0,0,0,0,0,145,0
700.1010009,ALG,Lid Latch Hepco Becker Gobi,Eurotech Motorsports,47.18%,35.38,74.99,0,0,0,0,0,0,0,0,0,0,0,172,0
700.114,ALG,Hepco and Becker bag plate.,Eurotech Motorsports,46.49%,9.99,21.49,0,0,0,0,0,0,0,0,0,0,0,149,0
700.149,ALG,Case Acc's-HB Gobi Strap loops,Eurotech Motorsports,32.56%,8.3,25.49,0,0,0,0,0,0,0,0,0,0,0,203,0
700.308,ALG,Back pad HB Journey 42L trunk,Eurotech Motorsports,41.92%,37.72,89.99,0,0,0,0,0,0,0,0,0,0,0,179,0
700208,AL1,H3 55W=110W SUPER PLASMA GT-X,Parts Canada    Power Twins (Price ,35.05%,17.52,49.99,0,0,0,0,0,0,0,0,0,0,0,173,0
700267,AL1,"55W-110W H1 XTREME WHITE BULB,",Parts Canada    Power Twins (Price ,52.07%,48.42,92.99,0,0,0,0,0,0,0,0,0,0,0,0,0
700297,AL1,"1100X 55W=85W SUPER WHITE, TWO",Parts Canada    Power Twins (Price ,41.50%,187.14,450.95,0,0,0,0,0,0,0,0,0,0,0,100,0
700320,PGC,K15-0028 OIL FILTER (YAMAHA),Parts Canada    Power Twins (Price ,50.05%,5.48,10.95,0,0,0,0,0,0,0,0,0,0,0,98,0
700322,PGC,K15-0037 OIL FILTER (KAWASAKI),Parts Canada    Power Twins (Price ,60%,7.38,12.3,0,0,0,0,0,0,0,0,0,0,0,98,0
700426,PGC,OFFROAD FRONT SPROCKET PU,Parts Canada    Power Twins (Price ,48.25%,4.82,9.99,0,0,0,0,0,0,0,0,0,0,0,190,0
700459,PGC,STREET FRONT SPROCKET PU,Parts Canada    Power Twins (Price ,41.62%,8.32,19.99,0,0,0,0,0,0,0,0,0,0,0,184,0
700773,PGC,DRZ400 00-10 AIR FILTER,Parts Canada    Power Twins (Price ,29.99%,15.58,51.95,0,0,0,0,0,0,0,0,0,0,0,0,0
700812,PGC,HONDA MULTIFIT AIRBOX COVER,Parts Canada    Power Twins (Price ,29.99%,17.68,58.95,0,0,0,0,0,0,0,0,0,0,0,119,0
700950,PGC,06-09 KX250F/450F AIR FILTER,Parts Canada    Power Twins (Price ,52.51%,27.28,51.95,0,0,0,0,0,0,0,0,0,0,0,0,0
700978,PGC,06-09 KXF 250/450 AIRBOX COVER,Parts Canada    Power Twins (Price ,53.96%,31.81,58.95,0,0,0,0,0,0,0,0,0,0,0,155,0
701006,PGC,"CLUTCH LEVER,XR100/200/250/350",Parts Canada    Power Twins (Price ,62.07%,5.27,8.49,0,0,0,0,0,0,0,0,0,0,0,183,0
701057,AOA,SHORTY STYLE LEVER HON-BLACK-,Parts Canada    Power Twins (Price ,67.63%,13.52,19.99,0,0,0,0,0,0,0,0,0,0,0,184,0
701126,AL1,"Lens cover, PIAA X_Co HID clea",Parts Canada    Power Twins (Price ,22.22%,2.22,9.99,0,0,0,0,0,0,0,0,0,0,0,170,0
701129,AL1,PIAA 520SMR DUAL LIGHT KIT,Parts Canada    Power Twins (Price ,45.84%,181.52,395.99,0,0,0,0,0,0,0,0,0,0,0,0,0
