,Part Number,Description,Price,Total Cost,Margin %,Quantity,Quantity Ordered YTD,Sales Last 3 Months,Sales - This Year,Months No Sale,COGS,Turnover,Demand,Ordering Cost,Carrying Cost,EOQ
9327,12121464293,spark plug,12.99,98.78,30.8698999230177,11,0,0,0,7,0.0,0.0,7.961926295915872e-07,,0.0,0.0
9331,12121465104,spark plug,23.99,11.96,50.14589412255106,1,0,8,8,2,95.68,1.332033969093693,6.241684212384316,0.0,599.7805,0.0
9338,12122306326,cap,3.99,47.040000000000006,43.85964912280701,21,0,0,0,7,0.0,0.0,0.0001546500325576,,0.0,0.0
9339,12122306327,hose clamp,4.99,101.79,47.69539078156313,39,0,0,0,7,0.0,0.0,3.39904492610884e-05,0.0,4179.249750000001,0.0
9340,12122343144,spark plug,19.99,170.16999999999996,49.92496248124063,17,0,0,0,7,0.0,0.0,7.470742953384484e-06,25.938898004931637,288.8555,0.0011583300812007
9343,12127653771,spark plug,24.99,252.2,49.53981592637056,20,0,0,2,4,25.219999999999995,0.0492183993286625,1.5604211319518997,48.43436225061646,115.29225,1.145018872258711
9344,12127664404,spark plug,24.99,75.65999999999998,49.53981592637056,6,0,0,2,3,25.219999999999995,0.1551522608428175,1.903385191949007,,0.0,0.0
9348,12127681415,spark plug,25.99,13.13,49.48056944978838,1,0,0,0,7,0.0,0.0,0.0044417513438088,48.43436225061646,9.0965,0.2174862224070489
9350,12127690603,spark plug,19.99,150.14999999999998,49.92496248124063,15,0,9,23,0,230.23,0.5548178762064271,17.94505667477862,34.634362250616455,145.23774999999998,2.9255077729957346
9351,12127698956,spark plug,30.99,283.14,49.24169086802194,18,0,0,0,7,0.0,0.0,3.9441345617829233,,0.0,0.0
9353,12127710636,spark plug,24.99,365.69,49.53981592637056,29,0,0,1,4,12.609999999999998,0.0172499880303413,0.9707414625033324,,0.0,0.0
9354,12127719772,spark plug,27.99,288.6,48.44587352625938,20,1,0,4,4,57.71999999999999,0.0981365614798694,3.334200860390206,,0.0,0.0
9355,12127726112,spark plug,27.99,216.45,48.44587352625938,15,1,24,36,0,519.4799999999999,0.7649648794710568,28.82040119963102,,0.0,0.0
9356,12127728634,spark plug,24.99,390.9099999999999,49.53981592637056,31,0,6,16,0,201.76,0.2304327466678849,18.817789232087325,44.61836225061645,415.89575,2.009388300013265
9357,12127728635,spark plug,34.99,234.91,48.35667333523864,13,0,5,13,1,234.91,0.4104486087450312,14.27868883332614,,0.0,0.0
9358,12127728657,spark plug,34.99,433.68,48.35667333523864,24,1,20,33,0,596.3100000000001,0.5242677474800316,28.885252871998414,43.57181125308227,255.918375,3.1362101560603985
9362,12128396344,spark plug,30.99,377.52,49.24169086802194,24,1,0,0,0,0.0,0.0,0.0674068030491938,,0.0,0.0
9363,12128396345,spark plug,34.99,361.4,48.35667333523864,20,0,0,0,7,0.0,0.0,0.0148153057649175,,0.0,0.0
9364,12128532942,spark plug,27.99,173.15999999999997,48.44587352625938,12,2,20,42,0,606.06,0.9500713266761768,32.772098353519695,0.0,3811.51225,0.0
9366,12128560811,spark plug,34.99,451.75,48.35667333523864,25,0,12,20,0,361.4,0.3424131886872897,17.18734580791321,,0.0,0.0
9367,12128569360,spark plug,24.99,189.15,49.53981592637056,15,0,0,0,7,0.0,0.0,3.777597689149768,36.808535754315166,37.485,2.7237570229263564
9368,12129062217,spark plug,9.99,64.3,35.63563563563564,10,0,4,4,2,25.72,0.2280950691734657,3.951118313152075,,0.0,0.0
9369,12129062594,spark plug,9.99,45.01,35.63563563563564,7,0,0,0,0,0.0,0.0,0.8684142145117405,,0.0,0.0
9370,12129829073,spark plug,27.99,259.73999999999995,48.44587352625938,18,2,4,10,0,144.29999999999998,0.250969615806042,7.992973566305316,,0.0,0.0
9376,12131459053,bush,3.99,15.360000000000005,51.87969924812029,8,0,0,0,7,0.0,0.0,0.0009010517011986,0.0,59.052,0.0
9381,12131459562,spacer,5.99,9.69,46.07679465776293,3,0,0,0,7,0.0,0.0,4.621512756842758e-07,0.0,1.797,0.0
9384,12132306161,rubber mounting,5.99,7.48,37.56260434056761,2,0,0,0,7,0.0,0.0,0.0376899568275612,0.0,1.1980000000000002,0.0
9389,12137653137,"cover for cylinder, lower le",44.99,31.9,29.095354523227385,1,0,0,0,7,0.0,0.0,1.933125658069511e-05,,0.0,0.0
9390,12137653138,"cover for cylinder, lower ri",44.99,31.9,29.095354523227385,1,0,0,0,7,0.0,0.0,4.248806709525411e-06,0.0,1005.5265,0.0
9396,12137673248,extractor for spark plug coi,7.99,26.880000000000003,43.929912390488106,6,0,1,1,2,4.48,0.0892785970506177,0.7802105267947594,1.4880000000000002,48.9255,0.2178485782376306
9406,12137710874,ignition coil,270.99,345.6,36.23380936565925,2,0,0,0,7,0.0,0.0,2.0524883278420445e-07,,0.0,0.0
9409,12137715847,spark-plug shaft ignition co,270.99,345.6,36.23380936565925,2,0,2,2,2,345.6,0.4835054142533367,1.5604210548108002,0.0,18030.3255,0.0
9414,12137715853,spark-plug shaft ignition co,270.99,345.6,36.23380936565925,2,3,1,1,1,172.8,0.2756508422664625,0.7892947241885173,0.0,14010.768,0.0
9417,12137715857,"angled ignition coil, left",280.99,179.2,36.22548845154632,1,0,0,0,7,0.0,0.0,0.2552422705940461,0.0,3751.216500000001,0.0
9419,12137722679,spark-plug shaft ignition co,255.99,652.8,36.24750966834642,4,0,1,3,1,489.6,0.3858885841293861,2.352961672662257,,0.0,0.0
9422,12138520173,"angled ignition coil, left",280.99,179.2,36.22548845154632,1,0,0,0,7,0.0,0.0,0.0249824783744394,0.0,28.099000000000004,0.0
9424,12138523968,"ignition coil grommet, black",270.99,518.4000000000001,36.23380936565925,3,0,1,5,2,864.0,0.6939926263283452,3.902259470473109,,0.0,0.0
9426,12138526677,spark-plug shaft ignition co,270.99,172.8,36.23380936565925,1,0,0,0,7,0.0,0.0,0.1885080588680146,0.0,6937.344,0.0
9427,12138560173,spark-plug shaft ignition co,270.99,345.6,36.23380936565925,2,0,0,0,7,0.0,0.0,0.0414320870438331,0.0,10555.0605,0.0
9463,12141727220,o-ring,1.99,5.12,35.678391959798994,4,0,0,0,7,0.0,0.0,8.503247418479396e-26,5.183999999999999,7.761,3.3703970073212025e-13
9634,12311244389,kit carbon brushes,30.99,18.38,40.69054533720555,1,0,0,0,7,0.0,0.0,2.179221439461125e-09,1.2,30.21525,1.3156585922198632e-05
9640,12311341779,ribbed v-belt,61.99,110.70000000000002,40.47427004355541,3,0,1,3,0,110.70000000000002,0.4587270014917952,2.340631578947614,,0.0,0.0
9643,12311342085,"pulley, crankshaft",44.99,27.44,39.00866859302067,1,0,0,0,7,0.0,0.0,0.0248515640874963,,0.0,0.0
9648,12311459814,hex nut,10.99,6.720000000000001,38.853503184713375,1,0,0,0,7,0.0,0.0,1.2746418469115186e-05,0.0,120.61525,0.0
9651,12311460853,screw,57.99,36.48,37.09260217278841,1,0,0,0,7,0.0,0.0,1.35334598712749e-07,0.0,56.54025,0.0
9662,12312322411,fillister-head screw,2.99,1.4700000000000002,50.836120401337794,1,0,0,0,7,0.0,0.0,7.825004914688763e-15,,0.0,0.0
9667,12317680683,overvoltage protection,150.99,108.0,28.47208424398967,1,0,0,0,7,0.0,0.0,0.0054621121910196,0.2230867518493611,147.21525,0.004068701187128
9668,12317681841,ribbed v-belt,61.99,36.900000000000006,40.47427004355541,1,0,1,2,2,73.80000000000001,0.7462837496207908,1.5616215673952472,,0.0,0.0
9685,12318002348,fillister-head screw,27.99,18.44,34.11932833154698,1,0,0,0,7,0.0,0.0,1.0178714006324796e-11,25.74,27.29025,4.381895013955078e-06
9689,12318523367,voltage regulator,405.99,291.6,28.175570826867656,1,0,0,0,7,0.0,0.0,2.375310935856584e-14,3.762000000000001,395.84025,2.12483226037429e-08
9692,12318559186,collar nut,7.99,4.48,43.929912390488106,1,0,0,0,7,0.0,0.0,2.52197708007989e-16,0.0,24.769,0.0
9766,12412343252,o-ring,5.99,23.520000000000003,43.90651085141903,7,0,1,1,1,3.3600000000000003,0.0770465489566613,0.7802105263157895,1.656,42.51975,0.2465220187907984
9771,12417690433,dowel pin,6.99,4.16,40.486409155937054,1,0,0,0,7,0.0,0.0,0.0004001715878894,0.0,0.6990000000000001,0.0
9774,12417723442,repair kit for alternator k1,62.99,44.64,29.13160819177648,1,0,0,0,2,0.0,0.0,4.248806156371284e-06,0.0,6.299,0.0
9785,12419446597,o-ring,9.99,30.4,39.13913913913914,5,0,3,3,0,18.24,0.3087861858811579,2.34063582775377,0.0,544.92075,0.0
9873,12521741316,tubing support,3.99,47.84,47.86967418546366,23,0,0,0,7,0.0,0.0,2.9237489851190066e-58,4.8,89.47575000000002,5.6008376600557434e-30
9878,12527688500,secuirng element,2.99,15.400000000000002,53.17725752508361,11,0,0,0,7,0.0,0.0,1.4995968837924409e-61,0.0,212.96275,0.0
9936,12617686501,oil pressure switch,42.99,30.42,29.239357990230285,1,0,0,0,7,0.0,0.0,1.0289021948845137e-99,,0.0,0.0
10038,12727694010,o-ring,4.99,3.04,39.07815631262525,1,0,0,0,7,0.0,0.0,7.654331625999381e-24,,0.0,0.0
10039,12727694011,o-ring,6.99,30.24,38.19742489270386,7,0,0,0,7,0.0,0.0,1.682341519482812e-24,0.0,96.63675,0.0
10388,13111254083,distribution piece,11.99,24.06,33.11092577147623,3,0,1,2,1,16.04,0.3646283246192316,1.560421052631579,31.658173503698727,9.897749999999998,3.159443444987768
10390,13111254732,washer,3.99,76.26,38.34586466165413,31,0,0,0,7,0.0,0.0,0.0753799038413763,8.842086751849363,12.369000000000002,0.3282863901155235
10392,13111254735,gasket ring,4.99,3.29,34.06813627254508,1,0,0,0,7,0.0,0.0,0.0036414081273464,3.84,0.499,0.2367363872964651
10394,13111254738,csk.fillister head srew,1.99,1.3,34.67336683417086,1,0,0,0,7,0.0,0.0,0.0001759070053711,0.0,44.22775,0.0
10401,13111254764,gasket,6.99,25.02,40.343347639484975,6,0,1,3,1,12.51,0.2595704948646125,2.340631583305811,,0.0,0.0
10404,13111254767,float needle,30.99,55.05,40.78735075830914,3,0,1,1,0,18.35,0.1796465808409613,0.8050620904495588,,0.0,0.0
10405,13111254768,pin,4.99,19.74,34.06813627254508,6,0,0,0,7,0.0,0.0,0.1769441731430188,0.0,279.939,0.0
10408,13111254774,diaphragm,61.99,75.52000000000001,39.08694950798516,2,0,0,0,7,0.0,0.0,0.001878697825973,,0.0,0.0
10410,13111254913,clamp ring,11.99,7.17,40.200166805671394,1,0,0,0,7,0.0,0.0,9.075503129749722e-05,,0.0,0.0
10415,13111254926,nozzle needle,19.99,26.28,34.26713356678339,2,0,0,0,7,0.0,0.0,4.654844270657273e-08,0.0,68.9655,0.0
10416,13111254929,sluice valve spring,12.99,17.34,33.25635103926097,2,0,0,0,7,0.0,0.0,1.0230857723297253e-08,0.0,281.88300000000004,0.0
10419,13111255837,gasket ring,4.99,9.87,34.06813627254508,3,0,0,0,7,0.0,0.0,1.0862573104943542e-10,0.0,1.497,0.0
10422,13111256353,gasket,4.99,37.940000000000005,45.69138276553106,14,0,0,0,7,0.0,0.0,1.1533294436452645e-12,8.619000000000002,68.1135,5.402608896197103e-07
10450,13111260885,insulating bushing,11.99,15.56,35.11259382819016,2,0,0,0,7,0.0,0.0,5.732845705918753e-16,0.0,248.193,0.0
10457,13111260900,gasket,4.99,6.620000000000001,33.66733466933867,2,0,0,0,7,0.0,0.0,1.4204255532651392e-20,25.857000000000003,9.7305,2.74755076475907e-10
10458,13111260901,screw,20.99,60.85,42.02000952834683,5,0,0,0,7,0.0,0.0,3.1219458475974847e-21,,0.0,0.0
10462,13111261349,gasket ring,4.99,6.58,34.06813627254508,2,0,0,0,7,0.0,0.0,7.28539195456567e-24,0.0,67.11550000000001,0.0
10470,13111335298,venturi,25.99,31.44,39.51519815313582,2,0,0,0,7,0.0,0.0,3.9674186830450097e-29,0.0,602.968,0.0
10472,13111335308,lever left,14.99,9.87,34.15610406937959,1,0,0,0,7,0.0,0.0,1.916557318436941e-30,,0.0,0.0
10476,13111335315,lever,31.99,132.51,40.8252578930916,7,0,0,0,7,0.0,0.0,4.472489898871781e-33,215.7043470073974,22.393,2.9353709415492527e-16
10477,13111335318,float needle,42.99,51.66,39.91625959525471,2,0,0,0,7,0.0,0.0,9.830062009309769e-34,,0.0,0.0
10479,13111335321,nozzle needle,19.99,26.28,34.26713356678339,2,0,0,0,7,0.0,0.0,4.7486486276693905e-35,0.0,3.998,0.0
10494,13111337361,csk.fillister head srew,2.99,19.6,34.448160535117054,10,0,0,0,7,0.0,0.0,6.407275100848945e-45,25.116,29.152500000000003,1.050724886260822e-22
10495,13111337370,tension spring,10.99,14.72,33.03002729754322,2,0,0,0,7,0.0,0.0,1.408251622165537e-45,,0.0,0.0
10504,13111338134,sluice valve spring,25.99,31.02,40.32320123124279,2,0,0,0,7,0.0,0.0,1.6855524126022014e-51,17.238000000000003,50.6805,3.386172835181599e-26
10516,13112343395,venturi,54.99,77.76,29.2962356792144,2,0,0,0,7,0.0,0.0,2.1420269471220386e-59,12.557999999999998,107.2305,2.239899520018765e-30
10517,13112343397,nozzle needle,21.99,30.96,29.6043656207367,2,0,0,0,7,0.0,0.0,4.7079497532534924e-60,,0.0,0.0
10520,13112343404,bracket right,21.99,15.48,29.6043656207367,1,0,0,0,7,0.0,0.0,4.998647205567352e-62,0.0743622506164537,21.44025,1.8620982036338855e-32
10616,13231256295,nipple,18.99,38.85,31.80621379673513,3,0,0,0,7,0.0,0.0,1.5041246967369816e-20,,0.0,0.0
10769,13311460928,hose clamp,5.99,70.4,41.235392320534224,20,0,1,1,0,3.52,0.0289568937150378,0.7802105263157895,,0.0,0.0
10779,13311707705,hose clamp,4.99,5.760000000000001,42.28456913827655,2,0,0,0,7,0.0,0.0,2.0524883265820253e-07,,0.0,0.0
10786,13317671344,hose clamp,5.99,14.08,41.235392320534224,4,0,1,1,0,3.52,0.1368584758942457,0.9516925872627032,0.0,66.872,0.0
10787,13317687263,fuel hose,32.99,111.35000000000002,32.49469536223098,5,0,0,0,7,0.0,0.0,0.2091720128636341,0.0743622506164537,57.7325,0.0232130852459609
10995,13512243795,washer,4.99,2.49,50.1002004008016,1,0,0,0,7,0.0,0.0,2.87036083917919e-138,1.332,4.86525,1.2536686844850718e-69
11001,13531341067,o-ring,6.99,25.92,38.19742489270386,6,0,0,0,7,0.0,0.0,3.2357713881341856e-142,0.0,1073.664,0.0
11002,13531341283,grommet,3.99,24.000000000000004,39.849624060150376,10,0,0,5,5,12.000000000000002,0.261437908496732,3.9010526315789473,0.0,4.590000000000001,0.0
11004,13531341694,clamping spring,10.99,6.720000000000001,38.853503184713375,1,0,0,0,7,0.0,0.0,0.1884497596034408,0.0,277.22275,0.0
11005,13531341697,spring clip,3.99,2.24,43.85964912280701,1,0,0,0,7,0.0,0.0,0.0414192734791562,0.0,58.254000000000005,0.0
11028,13537674765,quick-release coupling,43.99,55.36000000000001,37.07660832007274,2,0,0,0,7,0.0,0.0,0.0376899519206882,,0.0,0.0
11034,13537692376,fuel hose,19.99,53.03999999999999,33.66683341670836,4,0,0,0,7,0.0,0.0,4.248806156371286e-06,0.0743622506164537,17.991,0.0001874118585842
11035,13537692377,fuel hose,20.99,84.66,32.7775131014769,6,0,0,0,7,0.0,0.0,9.338428688950788e-07,0.0,1996.149,0.0
11043,13537700797,o-ring,10.99,91.84,40.30937215650592,14,1,2,4,0,26.24,0.1576165305141758,3.1212422768561323,3.528,162.318,0.3683491609997595
11044,13537700800,quick-release coupling,61.99,236.16,36.50588804645911,6,0,0,0,7,0.0,0.0,0.6860161972711164,,0.0,0.0
11045,13537703172,fuel distributor,200.99,288.0,28.354644509677097,2,0,0,1,3,144.0,0.3038102873538967,0.9309896652528517,7.871999999999998,462.1305,0.1780933299676386
11054,13541341797,o-ring,8.99,16.32,39.48832035595105,3,0,2,3,1,16.32,0.4645602049530317,2.357200402651169,5.916,34.251749999999994,0.9023727065987368
11068,13547680688,muffler clamp,5.99,6.720000000000001,43.90651085141903,2,0,0,0,7,0.0,0.0,1.4470813727279215e-09,0.0,1.1980000000000002,0.0
11069,13547682115,hose clamp,6.99,16.0,42.77539341917024,4,0,0,0,7,0.0,0.0,3.1805325329009486e-10,5.764724501232907,9.786,1.935760357729017e-05
11072,13547688633,covering cap left,9.99,7.02,29.72972972972973,1,0,0,0,7,0.0,0.0,3.376917956019944e-12,0.0,83.4165,0.0
11076,13547694924,protection cap,3.99,56.16,47.86967418546366,27,0,3,12,0,24.96,0.2076366358871973,9.36252631578948,,0.0,0.0
11088,13548406249,throttle valve switch,330.99,237.6,28.215353938185444,1,0,0,0,7,0.0,0.0,1.1898048088934337e-07,,0.0,0.0
11111,13612306571,sleeve,7.6,9.12,60.0,3,0,0,0,7,0.0,0.0,8.742470345478799e-23,2.346,22.23,4.295624931217988e-12
11112,13612343576,o-ring,6.99,8.32,40.486409155937054,2,0,0,0,7,0.0,0.0,1.921502955932604e-23,,0.0,0.0
11119,13617677467,cover,15.99,10.98,31.33208255159475,1,0,0,0,7,0.0,0.0,4.760902419654009e-28,0.0,19.58775,0.0
11147,13627673502,oil-level sensor,190.99,273.6,28.373213257238596,2,0,0,0,7,0.0,0.0,0.1714821060533612,16.926,372.4305,0.1248472413067279
11148,13627680004,o-ring,6.99,12.96,38.19742489270386,3,0,0,0,7,0.0,0.0,0.0376899618357282,,0.0,0.0
11162,13641340958,spring clip,5.99,3.3600000000000003,43.90651085141903,1,0,0,0,7,0.0,0.0,2.3137804341950038e-11,0.0,148.10275,0.0
11164,13641437476,o-ring,13.99,41.8,40.24303073624017,5,0,0,0,7,0.0,0.0,1.1177274642990658e-12,0.0,1729.51375,0.0
11167,13641730767,o-ring,13.99,34.36,38.59899928520372,4,0,0,0,7,0.0,0.0,1.1867427561526861e-14,,0.0,0.0
11169,13642351881,gasket ring,7.99,9.28,41.92740926157697,2,0,0,0,7,0.0,0.0,5.732847214050016e-16,,0.0,0.0
11170,13647675557,o-ring,8.99,10.24,43.04783092324806,2,0,0,2,6,10.24,0.4432900432900433,1.560421052631579,0.0,571.1475,0.0
11208,13711341078,intake manifold,18.99,26.28,30.80568720379147,2,0,0,0,7,0.0,0.0,1.5470472729657323e-25,0.0,89.253,0.0
11209,13711341210,intake manifold,67.99,97.2,28.518899838211503,2,0,0,0,7,0.0,0.0,3.400247058897316e-26,0.0,1220.4205,0.0
11213,13711341528,air filter element,48.99,74.88,49.05082669932639,3,1,0,2,3,49.92,0.2911975733535554,1.560421052631579,0.0,2802.8805,0.0
11218,13711342361,left exterior air duct pipe,84.99,60.84,28.41510765972468,1,0,0,0,7,0.0,0.0,0.0008003431757788,0.0,582.1815,0.0
11220,13711342363,gasket,6.99,4.32,38.19742489270386,1,0,0,0,14,0.0,0.0,3.86625081278996e-05,0.0,170.2065,0.0
11221,13711342364,compression collar,19.99,12.32,38.36918459229615,1,0,0,0,7,0.0,0.0,8.497612312742568e-06,0.0,221.889,0.0
11227,13711464916,air filter element,66.99,102.95999999999998,48.76847290640395,3,0,0,0,4,0.0,0.0,0.0008003441337187,0.0,1150.5532499999997,0.0
11228,13711465248,clamp,5.99,7.04,41.235392320534224,2,0,0,0,7,0.0,0.0,0.0001759072159162,0.0,10.183,0.0
11237,13717650220,connector,6.99,4.68,33.047210300429185,1,0,0,0,7,0.0,0.0,2.1054535106864968e-10,,0.0,0.0
11238,13717650976,air filter element,55.99,28.6,48.91944990176817,1,0,0,0,7,0.0,0.0,4.6275651898035854e-11,1.938,54.59025,1.8126360595098783e-06
11240,13717655773,spacer bush,6.99,4.0,42.77539341917024,1,0,0,0,7,0.0,0.0,2.2354570161612247e-12,1.4872450123290744,0.6990000000000001,3.084258940476288e-06
11241,13717655848,"blind rivet nut, flat headed",8.99,84.48,41.26807563959956,16,0,0,0,7,0.0,0.0,4.913299210257514e-13,,0.0,0.0
11242,13717655875,hose clamp,4.99,2.56,48.69739478957916,1,0,0,0,7,0.0,0.0,1.0798914474755466e-13,,0.0,0.0
11243,13717655911,hex bolt,3.99,9.16,42.606516290726816,4,0,0,0,7,0.0,0.0,2.3734877287673076e-14,8.109,15.561,1.5727996072397952e-07
11245,13717659972,air filter element,39.99,41.34,48.31207801950488,2,0,1,1,1,20.67,0.2288656369373858,0.7802105263157906,0.0,99.3465,0.0
11248,13717672549,latch striker,4.99,3.04,39.07815631262525,1,0,0,0,7,0.0,0.0,0.0082838546958312,0.0,99.0515,0.0
11249,13717672552,air filter element,48.99,374.4,49.05082669932639,15,1,2,4,0,99.84,0.127303097147666,3.122662809326831,0.0,5372.2495,0.0
11254,13717678281,air filter element,49.99,102.96,48.50970194038808,4,0,4,4,1,102.96,0.4094813872096723,3.1224437254575843,0.0,5305.384,0.0
11267,13717703583,air filter element,66.99,102.95999999999998,48.76847290640395,3,0,0,1,3,34.31999999999999,0.1573373676248108,0.7884943897329799,0.0,3484.6267499999994,0.0
11273,13717705608,cap,5.99,18.4,38.56427378964942,5,0,0,1,3,3.68,0.1157596728530984,0.780299413662327,,0.0,0.0
11274,13717706414,air filter element,48.99,124.8,49.05082669932639,5,1,5,7,0,174.72,0.5265664084867846,5.632975281655467,1.9427245012329075,199.086,0.3315653730739614
11275,13717712317,air filter element,96.99,501.8,48.26270749561811,10,2,4,5,0,250.9,0.22926851555718,5.13912130401017,,0.0,0.0
11277,13717713428,air filter element,66.99,68.63999999999999,48.76847290640395,2,0,1,2,2,68.63999999999999,0.4078431372549019,1.808678706597568,0.0,3992.9175,0.0
11281,13717717291,vent hose for crankcase,50.99,32.0,37.24259658756618,1,0,0,0,7,0.0,0.0,0.8616310484185753,,0.0,0.0
11282,13717717842,air filter element,66.99,240.23999999999995,48.76847290640395,7,1,1,3,0,102.95999999999998,0.198034275163009,2.530009013589261,0.0,3106.462249999999,0.0
11289,13717727239,mounting screw,12.99,7.84,39.64588144726713,1,0,0,0,7,0.0,0.0,0.0401536674095392,0.0,162.05025,0.0
11292,13718409956,set of seals,30.99,19.2,38.04453049370765,1,0,0,0,7,0.0,0.0,0.3433904518742247,1.8683622506164537,3.099,0.6434708228861113
11295,13718529998,air filter element,49.99,308.88,48.50970194038808,12,0,5,7,0,180.18,0.2611417887734249,5.502809570800533,0.0,5157.525750000001,0.0
11296,13718534200,air filter element,39.99,62.010000000000005,48.31207801950488,3,0,2,2,0,41.34,0.2939419795221843,2.769880671982265,14.483999999999998,137.124,0.7649500002343924
11301,13718569877,set of hoses,42.99,81.60000000000001,36.72947197022563,3,4,0,0,0,0.0,0.0,0.0014206775086789,0.0,1726.792,0.0
11310,13721251048,air filter element,30.99,37.74,39.10939012584705,2,0,0,0,7,0.0,0.0,0.1714820626422533,0.0,687.978,0.0
11319,13721258059,suction pipe left,54.99,33.27,39.49809056192034,1,0,0,0,7,0.0,0.0,2.0524883469346065e-07,0.0,940.329,0.0
11320,13721258060,suction pipe right,54.99,33.27,39.49809056192034,1,0,0,0,7,0.0,0.0,4.511153335157326e-08,0.0,197.964,0.0
11321,13721259820,rubber grommet,19.99,26.739999999999995,33.116558279139575,2,0,0,0,7,0.0,0.0,9.91504017243e-09,0.0,243.878,0.0
11323,13721264392,rubber grommet,19.99,53.47999999999999,33.116558279139575,4,0,0,0,7,0.0,0.0,4.789699379668772e-10,0.0,1837.081,0.0
11324,13721335111,suction pipe left,54.99,33.27,39.49809056192034,1,0,0,0,7,0.0,0.0,1.0527255057629896e-10,0.0,101.7315,0.0
11328,13721337105,bow,10.99,65.4,40.49135577797998,10,0,0,0,7,0.0,0.0,2.456646689100612e-13,0.0,1700.7025,0.0
11329,13721337108,distribution piece,2.99,1.7600000000000002,41.1371237458194,1,0,0,0,7,0.0,0.0,5.399450828254819e-14,4.32,2.91525,4.000311074265546e-07
11333,13721337229,pipe,33.99,60.96,40.2177110914975,3,0,0,0,7,0.0,0.0,1.2600191529110846e-16,0.0,2279.0295,0.0
11336,13721337492,extension,8.99,11.14,38.04226918798665,2,0,0,0,7,0.0,0.0,1.337820399061767e-18,9.625724501232908,10.788,1.5451126551401236e-09
11337,13721337511,"vent hose, left",15.99,9.43,41.02564102564102,1,0,0,0,7,0.0,0.0,2.9403884139378634e-19,,0.0,0.0
11338,13721337512,"vent hose, right",15.99,9.75,39.02439024390244,1,0,0,0,7,0.0,0.0,6.462664219265536e-20,0.0,337.389,0.0
11341,13721338362,rubber grommet,19.99,40.10999999999999,33.116558279139575,3,0,0,0,7,0.0,0.0,6.861708415181634e-22,0.0,680.6595,0.0
11343,13721342355,air cleaner,48.99,49.92,49.05082669932639,2,0,0,1,3,24.96,0.2259641499185225,1.123174648199446,44.28000000000001,107.6985,0.9610314996564964
11344,13721460337,air filter element,66.99,68.63999999999999,48.76847290640395,2,0,0,0,7,0.0,0.0,0.2468619647832046,,0.0,0.0
11352,13727676707,hose clamp,6.99,73.44,38.19742489270386,17,0,0,1,3,4.32,0.035705430200843,0.7802118706563236,,0.0,0.0
11353,13727718375,air filter element,47.99,24.700000000000003,48.53094394665555,1,0,0,0,7,0.0,0.0,0.1714823564137267,0.0,766.64025,0.0
11354,13727724933,air filter element,49.99,51.48,48.50970194038808,2,0,0,0,0,0.0,0.0,0.0376900168623012,23.97,97.4805,0.1361455048383325
11355,13727726799,air filter element,55.99,886.6,48.91944990176817,31,5,17,32,0,915.2,0.4177488485888652,24.97502071107457,,0.0,0.0
11356,13728406673,air filter element,48.99,49.92,49.05082669932639,2,0,0,0,2,0.0,0.0,5.489246657339339,8.16,95.5305,0.9683791381610756
11530,13901718262,screw,1.99,1.02,48.743718592964825,1,0,0,0,7,0.0,0.0,4.2820932275229095e-113,0.0,1.94025,0.0
11768,1417712281,owner's handbook,31.99,20.3,36.54266958424508,1,0,0,0,7,0.0,0.0,2.414717137145473e-63,0.0,255.12025,0.0
12134,1497708622,inlay for grill insert,0.99,0.16,83.83838383838383,1,0,0,0,7,0.0,0.0,5.651677793934121e-80,56.16,0.96525,2.5644683262964837e-39
12999,16111179637,rubber ring,13.99,16.18,42.172980700500354,2,1,1,1,1,8.09,0.2566217287866773,0.7802298575698534,0.0,306.58062499999994,0.0
13000,16111181142,lock,24.99,16.97,32.092837134853944,1,1,0,0,2,0.0,0.0,0.1714863097479846,0.0,495.31025,0.0
13002,16111230030,support rubber,15.99,10.65,33.39587242026266,1,0,0,0,7,0.0,0.0,0.0082840599446639,0.0,221.4615,0.0
13020,16111342049,hose running meter,54.99,37.06,32.6059283506092,1,0,0,0,7,0.0,0.0,0.0101045587595163,0.0,445.419,0.0
13026,16111453690,gasket ring,19.99,12.48,37.5687843921961,1,1,0,0,4,0.0,0.0,1.1390917015546182e-06,0.0,447.78275,0.0
13027,16111453817,lockable filler cap,106.99,75.8,29.152257220300964,1,0,0,0,7,0.0,0.0,2.5036036556274145e-07,36.48,24.07275,0.0008710886365439
13028,16111453979,wave washer,4.99,2.3200000000000003,53.50701402805611,1,0,0,0,7,0.0,0.0,5.502657297842151e-08,0.0,2.37025,0.0
13030,16111455097,round seal ring,3.99,1.99,50.125313283208015,1,0,0,0,7,0.0,0.0,0.1714820636000196,0.0,4.8877500000000005,0.0
13037,16112307014,distance rubber,48.99,29.51,39.76321698305777,1,0,0,0,7,0.0,0.0,4.248806222233214e-06,,0.0,0.0
13042,16112309163,grommet,12.99,16.32,37.1824480369515,2,0,0,0,7,0.0,0.0,2.17922147322764e-09,0.0,379.308,0.0
13043,16112309175,rubber washer,6.99,23.040000000000003,45.06437768240343,6,0,0,0,7,0.0,0.0,4.789699406420331e-10,0.0,460.2915,0.0
13044,16112309211,rubber mounting,6.99,20.8,40.486409155937054,5,0,0,0,7,0.0,0.0,1.0527255116427004e-10,0.0,510.27,0.0
